409,1430,VIEU D IZENAVE
410,1260,VIEU
411,1330,VILLARS LES DOMBES
412,1150,VILLEBOIS
413,1270,VILLEMOTIER
414,1480,VILLENEUVE
415,1250,VILLEREVERSURE
416,1200,VILLES
417,1320,VILLETTE SUR AIN
418,1800,VILLIEU LOYES MOLLON
419,1440,VIRIAT
420,1510,VIRIEU LE GRAND
421,1260,VIRIEU LE PETIT
422,1300,VIRIGNIN
423,1350,VONGNES
424,1540,VONNAS
425,2300,ABBECOURT
426,2800,ACHERY
427,2200,ACY
428,2340,AGNICOURT ET SECHELLES
429,2190,AGUILCOURT
430,2110,AISONVILLE ET BERNOVILLE
431,2820,AIZELLES
432,2370,AIZY JOUY
433,2240,ALAINCOURT
434,2320,ALLEMANT
435,2290,AMBLENY
436,2200,AMBRIEF
437,2190,AMIFONTAINE
438,2700,AMIGNY ROUY
439,2600,ANCIENVILLE
440,2800,ANDELAIN
441,2800,ANGUILCOURT LE SART
442,2320,ANIZY LE CHATEAU
443,2480,ANNOIS
444,2500,ANY MARTIN RIEUX
445,2360,ARCHON
446,2130,ARCY STE RESTITUE
447,2210,ARMENTIERES SUR OURCQ
448,2860,ARRANCY
449,2480,ARTEMPS
450,2330,ARTONGES
451,2270,ASSIS SUR SERRE
452,2840,ATHIES SOUS LAON
453,2490,ATTILLY
454,2420,AUBENCHEUL AUX BOIS
455,2500,AUBENTON
456,2590,AUBIGNY AUX KAISNES
457,2820,AUBIGNY EN LAONNOIS
458,2300,AUDIGNICOURT
459,2120,AUDIGNY
460,2220,AUGY
461,2000,AULNOIS SOUS LAON
462,2360,LES AUTELS
463,2250,AUTREMENCOURT
464,2580,AUTREPPES
465,2300,AUTREVILLE
466,2400,AZY SUR MARNE
467,2290,BAGNEUX
468,2140,BANCIGNY
469,2000,BARENTON BUGNY
470,2000,BARENTON CEL
471,2270,BARENTON SUR SERRE
472,2700,BARISIS AUX BOIS
473,2170,BARZY EN THIERACHE
474,2850,BARZY SUR MARNE
475,2380,BASSOLES AULERS
476,2330,BAULNE EN BRIE
477,2220,BAZOCHES SUR VESLES
478,2500,BEAUME
479,2300,BEAUMONT EN BEINE
480,2110,BEAUREVOIR
481,2160,BEAURIEUX
482,2800,BEAUTOR
483,2590,BEAUVOIS EN VERMANDOIS
484,2110,BECQUIGNY
485,2400,BELLEAU
486,2420,BELLENGLISE
487,2200,BELLEU
488,2420,BELLICOURT
489,2440,BENAY
490,2450,BERGUES SUR SAMBRE
491,2250,BERLANCOURT
492,2340,BERLISE
493,2120,BERNOT
494,2290,BERNY RIVIERE
495,2820,BERRIEUX
496,2190,BERRY AU BAC
497,2800,BERTAUCOURT EPOURDON
498,2240,BERTHENICOURT
499,2190,BERTRICOURT
500,2200,BERZY LE SEC
501,2300,BESME
502,2500,BESMONT
503,2870,BESNY ET LOIZY
504,2300,BETHANCOURT EN VAUX
505,2210,BEUGNEUX
506,2130,BEUVARDES
507,2310,BEZU LE GUERY
508,2400,BEZU ST GERMAIN
509,2300,BICHANCOURT
510,2290,BIEUXY
511,2860,BIEVRES
512,2200,BILLY SUR AISNE
513,2210,BILLY SUR OURCQ
514,2160,BLANZY LES FISMES
515,2300,BLERANCOURT
516,2400,BLESMES
517,2110,BOHAIN EN VERMANDOIS
518,2270,BOIS LES PARGNY
519,2350,BONCOURT
520,2400,BONNEIL
521,2400,BONNESVALYN
522,2420,BONY
523,2250,BOSMONT SUR SERRE
524,2860,BOUCONVILLE VAUCLAIR
525,2450,BOUE
526,2160,BOUFFIGNEREUX
527,2400,BOURESCHES
528,2160,BOURG ET COMIN
529,2300,BOURGUIGNON SOUS COUCY
530,2000,BOURGUIGNON SOUS MONTBAVIN
531,2140,LA BOUTEILLE
532,2220,BRAINE
533,2320,BRANCOURT EN LAONNOIS
534,2110,BRANCOURT LE GRAND
535,2400,BRASLES
536,2000,BRAYE EN LAONNOIS
537,2140,BRAYE EN THIERACHE
538,2480,BRAY ST CHRISTOPHE
539,2880,BRAYE
540,2210,BRECY
541,2220,BRENELLE
542,2210,BRENY
543,2870,BRIE
544,2240,BRISSAY CHOIGNY
545,2240,BRISSY HAMEGICOURT
546,2810,BRUMETZ
547,2360,BRUNEHAMEL
548,2130,BRUYERES SUR FERE
549,2860,BRUYERES ET MONTBERAULT
550,2220,BRUYS
551,2500,BUCILLY
552,2880,BUCY LE LONG
553,2870,BUCY LES CERNY
554,2350,BUCY LES PIERREPONT
555,2500,BUIRE
556,2620,BUIRONFOSSE
557,2140,BURELLES
558,2810,BUSSIARES
559,2200,BUZANCY
560,2300,CAILLOUEL CREPIGNY
561,2300,CAMELIN
562,2260,LA CAPELLE
563,2680,CASTRES
564,2420,LE CATELET
565,2490,CAULAINCOURT
566,2300,CAUMONT
567,2330,CELLES LES CONDE
568,2540,LA CELLE SOUS MONTMIRAIL
569,2370,CELLES SUR AISNE
570,2240,CERIZY
571,2860,CERNY EN LAONNOIS
572,2870,CERNY LES BUCY
573,2220,CERSEUIL
574,2320,CESSIERES
575,2200,CHACRISE
576,2000,CHAILLEVOIS
577,2270,CHALANDRY
578,2000,CHAMBRY
579,2860,CHAMOUILLE
580,2670,CHAMPS
581,2340,CHAOURSE
582,2330,LA CHAPELLE MONTHODON
583,2570,LA CHAPELLE SUR CHEZY
584,2310,CHARLY SUR MARNE
585,2850,LE CHARMEL
586,2800,CHARMES
587,2400,CHARTEVES
588,2370,CHASSEMY
